mapa\referencja,1,2,3,4,5,6
1,319,5,6,1,1,0
2,62,82,10,1,58,9
3,1,0,67,0,1,0
4,22,1,0,77,0,0
5,1,6,13,0,23,0
6,0,1,0,0,0,80
