mapa\referencja,1,2,3,4,5,6,7
1,246,16,9,0,19,3,0
2,0,47,1,0,7,0,0
3,1,0,75,0,2,0,0
4,1,1,0,77,2,2,35
5,1,16,10,0,53,0,0
6,0,1,0,0,0,83,0
7,75,14,1,2,0,1,46
