mapa\referencja,1,2,3,4,5,6,7
1,248,12,10,0,21,3,0
2,0,53,1,0,6,0,0
3,1,0,73,0,2,0,0
4,1,1,0,77,1,2,35
5,1,16,11,0,53,0,0
6,0,1,0,0,0,83,0
7,73,12,1,2,0,1,46
