mapa\referencja,1,2,4,5,6,7
1,34,0,0,0,0,0
2,50,64,0,7,0,1
4,1,2,77,0,0,29
5,165,28,2,71,1,2
6,0,1,0,5,88,0
7,74,0,0,0,0,49
