mapa\referencja,1,2,4,5,6,7
1,1,0,0,0,0,0
2,3,57,0,4,0,1
4,2,1,72,0,0,32
5,154,33,2,68,2,2
6,2,3,5,11,87,0
7,162,1,0,0,0,46
