Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
123456_poprawny_L1C_class,123456,poprawny,L1C,class,random forest,Percentile,78.6305,81.5821,+2.9516,12,37,chi2 (poprawka na ciągłość),0.000606767,0.000606767,TAK,"C[5,1]: 21->12; C[5,2]: 14->17; C[3,1]: 1->1"
