mapa\referencja,1,2,3,4,5,6,7
1,54,5,1,0,18,3,0
2,47,63,2,0,15,0,0
3,2,0,67,0,0,0,0
4,1,1,0,77,1,0,23
5,105,13,23,0,49,0,0
6,0,1,1,0,0,85,0
7,115,12,2,2,0,1,58
