mapa\referencja,1,2,3,4,5,6,7
1,61,3,1,0,21,3,0
2,69,64,2,0,11,0,0
3,4,0,66,0,1,0,0
4,1,1,0,77,1,0,23
5,91,17,25,0,49,0,0
6,0,1,1,0,0,85,0
7,98,9,1,2,0,1,58
