Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
12456_poprawny_L1C_class,12456,poprawny,L1C,class,random forest,Erosion,80.1598,84.4208,+4.2610,13,45,chi2 (poprawka na ciągłość),4.69125e-05,4.69125e-05,TAK,"C[5,1]: 21->17; C[5,2]: 14->18"
