Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,1,IQR,random forest,60.9854,0.5118,76.3317,71.7681,66.9261,0,987,40.4,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,2,PCA Mahalanobis,random forest,57.9228,0.4759,74.5748,69.8958,64.5640,0,1772,39.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,3,OneClassSVM,random forest,56.7244,0.4652,74.4403,70.3223,63.2178,0,595,39.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,4,Percentile,random forest,56.7244,0.4639,74.2044,68.8775,63.2938,0,529,40.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,5,MAD,random forest,56.5912,0.4631,74.3120,71.0865,63.0713,0,584,40.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,6,Poziom bazowy,random forest,56.5912,0.4629,74.1094,69.8529,63.0261,0,0,40.0,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,7,HotellingT2,random forest,56.1917,0.4586,74.1601,70.3779,62.8172,0,193,40.5,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,8,kNN,random forest,56.0586,0.4573,73.8625,69.5031,62.4968,0,69,39.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,9,LOF,random forest,55.7923,0.4542,73.7391,69.3789,62.2786,0,69,40.5,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,10,EllipticEnvelope,random forest,55.6591,0.4526,73.6773,69.3299,62.1818,0,69,40.4,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,11,Band Z-score,random forest,55.6591,0.4526,73.7280,69.3664,62.1826,0,203,41.4,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,12,Mahalanobis,random forest,55.6591,0.4519,73.6773,69.5526,62.3442,0,229,41.0,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,13,GMM,random forest,55.5260,0.4511,73.6156,69.2787,62.0852,0,69,40.0,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,14,Erosion,random forest,55.3928,0.4517,74.3279,70.4287,62.1355,0,1668,39.9,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,15,IsolationForest,random forest,55.3928,0.4493,73.5539,69.2619,62.0157,0,69,40.0,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,16,PCA Reconstruction,random forest,54.9933,0.4453,73.3687,68.8598,61.5642,0,69,40.5,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,17,Robust Mahalanobis,random forest,54.9933,0.4423,73.0143,67.1250,62.1942,0,1888,40.0,
14567_poprawny_L1C_roi,14567,poprawny,L1C,roi,18,SAM,random forest,54.7270,0.4425,73.2452,68.6034,61.2878,0,69,40.5,
