Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1234567_poprawny_L1C_class,1234567,poprawny,L1C,class,random forest,IQR,53.2468,64.8170,+11.5702,45,143,chi2 (poprawka na ciągłość),1.5004e-12,1.5004e-12,TAK,"C[7,1]: 114->115; C[5,1]: 74->2; C[5,2]: 15->5; C[3,1]: 1->5"
