mapa\referencja,1,2,3,4,5,6
1,252,1,2,0,0,0
2,109,79,3,2,16,0
3,14,3,89,0,36,7
4,30,2,0,77,0,2
5,0,10,2,0,31,1
6,0,0,0,0,0,79
