mapa\referencja,1,2,3,4,5,6
1,283,3,2,0,0,0
2,12,68,1,0,8,0
3,73,5,84,1,32,8
4,27,2,0,77,0,0
5,10,16,9,1,43,1
6,0,1,0,0,0,80
