mapa\referencja,1,2,3,4,5,6
1,251,3,2,0,0,0
2,8,58,1,0,6,0
3,37,2,88,0,26,7
4,45,1,0,77,0,0
5,64,29,5,0,50,1
6,0,2,0,2,1,81
