mapa\referencja,1,2,3,4,5,6
1,275,3,3,0,0,0
2,10,63,0,0,6,0
3,64,8,85,0,30,7
4,39,2,0,79,0,0
5,17,18,8,0,47,1
6,0,1,0,0,0,81
