mapa\referencja,1,2,3,4,5,6
1,287,3,3,1,0,0
2,43,64,1,0,11,0
3,40,8,86,1,29,7
4,31,1,0,77,0,1
5,4,18,6,0,43,1
6,0,1,0,0,0,80
