mapa\referencja,1,2,3,4,5,6
1,269,2,2,0,0,0
2,106,78,4,2,14,1
3,1,4,79,0,31,9
4,27,1,0,77,0,1
5,2,10,11,0,38,0
6,0,0,0,0,0,78
