mapa\referencja,1,2,3,4,5,6
1,249,2,2,0,0,0
2,5,59,1,0,4,0
3,40,7,85,0,23,7
4,44,1,0,74,0,0
5,67,24,8,0,55,1
6,0,2,0,5,1,81
