mapa\referencja,1,2,3,4,5,6
1,296,3,4,1,0,0
2,20,63,1,0,12,0
3,1,5,73,0,36,7
4,27,2,0,77,0,2
5,61,22,18,1,35,1
6,0,0,0,0,0,79
