mapa\referencja,1,2,3,4,5,6
1,286,2,3,1,0,0
2,31,75,1,1,7,0
3,19,6,85,0,33,8
4,27,1,0,77,0,2
5,42,11,7,0,43,1
6,0,0,0,0,0,78
