mapa\referencja,1,2,3,4,5,6
1,255,3,2,0,0,0
2,7,62,1,0,6,0
3,37,5,87,0,26,8
4,38,2,0,79,0,0
5,68,22,6,0,51,1
6,0,1,0,0,0,80
