mapa\referencja,1,2,3,4,5,6
1,253,2,3,0,0,0
2,9,63,1,0,6,0
3,60,6,86,1,25,8
4,41,2,0,78,0,0
5,42,21,6,0,52,1
6,0,1,0,0,0,80
