mapa\referencja,1,2,3,4,5,6
1,273,4,4,0,0,0
2,0,36,0,0,4,0
3,3,0,82,0,16,4
4,33,0,0,77,0,0
5,96,53,10,1,61,1
6,0,2,0,1,2,84
