mapa\referencja,1,2,3,4,5,6,7
1,50,1,2,0,10,2,0
2,143,66,3,0,19,0,0
3,2,0,63,0,0,0,0
4,1,1,0,77,1,0,24
5,26,14,24,0,53,1,0
6,0,1,1,0,0,85,0
7,102,12,3,2,0,1,57
