Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
134567_poprawny_L2A_class,134567,poprawny,L2A,class,1,SAM,random forest,79.3388,0.7382,80.6313,79.2517,78.6046,0,61,45.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,2,kNN,random forest,78.8666,0.7328,80.5277,79.0031,78.3542,0,61,44.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,3,EllipticEnvelope,random forest,78.7485,0.7314,80.6406,79.3130,78.5400,0,61,45.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,4,GMM,random forest,78.7485,0.7307,80.2475,78.7370,78.1683,0,61,44.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,5,LOF,random forest,78.6305,0.7295,80.2283,78.8899,78.1570,0,61,44.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,6,Mahalanobis,random forest,78.6305,0.7291,80.3360,79.0680,78.3268,0,360,44.1,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,7,HotellingT2,random forest,78.6305,0.7286,80.0595,79.0714,78.1891,0,477,44.5,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,8,PCA Reconstruction,random forest,78.5124,0.7282,80.1447,79.0425,78.1419,0,61,45.1,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,9,Band Z-score,random forest,78.1582,0.7242,80.2190,79.0705,78.1265,0,52,45.0,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,10,Poziom bazowy,random forest,78.1582,0.7241,80.1025,78.7705,77.9621,0,0,45.8,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,11,OneClassSVM,random forest,77.5679,0.7148,79.2690,78.3117,77.4158,0,85,44.0,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,12,IsolationForest,random forest,77.3318,0.7115,79.0339,78.2423,77.2465,0,61,45.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,13,Percentile,random forest,77.2137,0.7087,78.3150,78.0471,76.7825,0,639,44.6,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,14,IQR,random forest,76.1511,0.7030,80.2090,77.6088,76.9798,0,1020,43.0,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,15,MAD,random forest,75.7969,0.6964,78.7976,76.7593,76.1565,0,872,43.0,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,16,Robust Mahalanobis,random forest,75.0885,0.6692,71.5386,80.8977,72.1918,0,2265,41.2,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,17,Erosion,random forest,74.6163,0.6777,76.9125,76.7813,75.2157,0,2026,43.9,
134567_poprawny_L2A_class,134567,poprawny,L2A,class,18,PCA Mahalanobis,random forest,73.4357,0.6642,73.0945,75.7393,70.6916,0,1498,42.9,
