Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1234567_zbledami_L1C_class,1234567,zbledami,L1C,class,random forest,PCA Mahalanobis,47.4616,66.8241,+19.3625,26,190,chi2 (poprawka na ciągłość),1.39124e-28,1.39124e-28,TAK,"C[7,1]: 146->126; C[5,1]: 108->33; C[5,2]: 33->29; C[3,1]: 61->8"
