mapa\referencja,1,2,3,4,5,6
1,369,11,5,2,6,0
2,1,61,0,0,5,1
3,3,1,91,0,20,6
4,32,1,0,77,0,3
5,0,20,0,0,52,0
6,0,1,0,0,0,79
