mapa\referencja,1,2,3,4,5,6
1,369,10,5,2,5,0
2,1,57,0,0,4,1
3,3,1,91,0,23,9
4,32,2,0,77,0,2
5,0,24,0,0,51,0
6,0,1,0,0,0,77
