mapa\referencja,1,2,3,4,5,6
1,367,7,5,2,4,0
2,1,54,0,0,2,1
3,3,1,90,0,21,6
4,32,1,0,76,0,0
5,2,31,1,0,55,0
6,0,1,0,1,1,82
