mapa\referencja,1,2,3,4,5,6
1,369,7,10,3,7,1
2,3,69,2,0,13,1
3,1,1,82,0,22,4
4,32,2,0,76,1,2
5,0,16,2,0,40,0
6,0,0,0,0,0,81
