Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
123456_zbledami_L2A_roi,123456,zbledami,L2A,roi,random forest,GMM,85.4782,86.4227,+0.9445,15,23,chi2 (poprawka na ciągłość),0.256145,0.256145,nie,"C[5,1]: 2->0; C[5,2]: 37->20; C[3,1]: 2->3"
