mapa\referencja,1,2,3,4,5,6,7
1,3,0,0,0,0,0,0
2,4,55,1,0,4,0,0
3,49,5,88,0,24,7,1
4,1,1,0,77,0,0,30
5,126,32,6,0,54,1,1
6,0,2,0,2,1,81,0
7,141,0,1,0,0,0,49
