mapa\referencja,1,2,3,4,5,6,7
1,25,0,1,0,0,0,0
2,2,48,0,0,2,0,0
3,60,12,88,1,22,7,1
4,2,1,0,76,0,0,30
5,125,31,7,0,58,1,1
6,0,2,0,2,1,81,0
7,110,1,0,0,0,0,49
