mapa\referencja,1,2,3,4,5,6,7
1,2,0,0,0,0,0,0
2,5,55,1,0,3,0,1
3,59,4,88,0,23,7,2
4,1,1,0,77,0,0,32
5,107,33,6,0,56,1,0
6,0,2,0,2,1,81,0
7,150,0,1,0,0,0,46
