mapa\referencja,1,2,3,4,5,6,7
1,34,0,1,0,0,0,0
2,0,38,0,0,3,0,0
3,15,0,86,0,10,2,0
4,1,0,0,77,0,0,30
5,170,53,8,0,65,0,0
6,0,2,0,0,5,86,0
7,104,2,1,2,0,1,51
