mapa\referencja,1,2,3,4,5,6,7
1,85,0,0,0,0,0,0
2,0,42,0,0,4,0,0
3,28,1,82,0,2,0,0
4,0,1,0,72,0,0,19
5,177,49,14,3,77,9,1
6,0,1,0,0,0,80,0
7,34,1,0,4,0,0,61
