mapa\referencja,1,2,3,4,5,6,7
1,63,0,1,0,0,0,0
2,0,34,1,0,3,0,0
3,58,0,82,0,3,0,0
4,4,3,0,78,0,1,31
5,171,54,11,0,75,1,0
6,0,1,1,0,2,87,0
7,28,3,0,1,0,0,50
