mapa\referencja,1,2,3,4,5,6,7
1,94,0,0,0,0,0,0
2,0,41,0,0,5,0,0
3,33,2,82,0,3,0,0
4,0,1,0,72,0,0,19
5,164,50,14,3,75,9,1
6,0,0,0,0,0,80,0
7,33,1,0,4,0,0,61
