mapa\referencja,1,2,3,4,5,6,7
1,3,0,1,0,0,0,0
2,8,61,0,0,5,0,1
3,161,16,89,0,36,8,2
4,1,2,0,76,0,0,29
5,11,15,6,1,42,1,1
6,0,1,0,2,0,80,0
7,140,0,0,0,0,0,48
