mapa\referencja,1,3,4,5,6,7
1,224,5,0,8,0,0
3,8,89,0,32,6,0
4,1,0,76,3,3,31
5,13,1,0,135,1,1
6,0,0,0,0,79,0
7,78,1,3,0,0,49
