mapa\referencja,1,3,4,5,6,7
1,229,5,0,12,0,0
3,8,88,0,28,5,0
4,1,0,77,2,1,32
5,4,2,0,126,1,0
6,0,0,0,1,82,0
7,82,1,2,9,0,49
