mapa\referencja,1,3,4,5,6,7
1,221,4,0,3,0,0
3,8,89,0,20,7,0
4,1,0,77,1,0,33
5,4,2,0,148,1,1
6,0,0,0,2,81,0
7,90,1,2,4,0,47
