Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
134567_poprawny_L1C_class,134567,poprawny,L1C,class,random forest,Robust Mahalanobis,57.1429,77.0956,+19.9528,82,251,chi2 (poprawka na ciągłość),3.37424e-20,3.37424e-20,TAK,"C[1,7]: 0->2; C[7,1]: 69->6; C[5,1]: 213->48; C[3,1]: 6->0"
