mapa\referencja,1,2,3,4,5,6,7
1,315,29,15,2,6,0,1
2,0,50,2,0,40,6,0
3,0,0,44,0,1,0,0
4,9,9,1,70,0,1,29
5,0,4,32,0,16,0,0
6,0,3,2,0,20,82,0
7,0,0,0,7,0,0,51
