mapa\referencja,1,2,3,4,5,6,7
1,285,17,7,2,5,0,0
2,3,63,2,0,51,6,0
3,0,0,74,0,3,0,0
4,4,7,1,73,0,0,6
5,0,6,6,0,22,0,0
6,0,1,1,0,2,82,0
7,32,1,5,4,0,1,75
