mapa\referencja,1,2,3,4,5,6,7
1,69,0,3,0,0,2,0
2,230,75,33,0,29,0,13
3,0,0,24,0,4,0,0
4,17,4,0,73,4,3,29
5,6,15,35,0,45,1,0
6,0,1,1,0,1,83,0
7,2,0,0,6,0,0,39
