mapa\referencja,1,2,3,4,5,6,7
1,147,0,0,0,1,0,0
2,11,86,3,7,40,10,1
3,5,1,75,0,2,0,0
4,0,1,0,63,0,0,1
5,50,6,16,0,40,5,0
6,0,0,0,0,0,74,0
7,111,1,2,9,0,0,79
