mapa\referencja,1,2,3,4,5,6,7
1,273,12,10,1,12,0,0
2,2,64,2,0,42,5,0
3,0,0,59,0,0,0,0
4,7,8,2,74,0,1,28
5,0,7,18,0,28,2,0
6,0,1,1,0,1,81,0
7,42,3,4,4,0,0,53
