mapa\referencja,1,2,3,4,5,6,7
1,298,1,14,0,3,0,0
2,7,77,4,0,54,1,0
3,0,0,34,0,3,0,0
4,9,12,0,71,0,1,23
5,3,4,43,0,21,0,0
6,0,1,0,0,2,87,0
7,7,0,1,8,0,0,58
