mapa\referencja,1,2,3,4,5,6,7
1,23,12,0,0,27,6,0
2,207,58,6,0,20,0,0
3,3,0,65,0,5,0,0
4,0,1,0,76,0,0,22
5,3,12,22,0,30,0,0
6,0,1,0,0,0,82,0
7,88,11,3,3,1,1,59
