mapa\referencja,1,2,3,4,5,6,7
1,300,21,14,2,8,0,0
2,1,55,3,0,36,3,0
3,0,0,68,0,1,0,0
4,3,5,0,72,0,0,31
5,0,10,9,0,36,2,0
6,0,1,1,0,2,83,0
7,20,3,1,5,0,1,50
