mapa\referencja,1,2,3,4,5,6,7
1,304,26,16,2,12,0,0
2,0,56,3,0,47,4,0
3,0,0,71,0,1,0,0
4,1,7,1,73,0,1,19
5,0,3,3,0,18,0,0
6,0,1,1,0,5,84,0
7,19,2,1,4,0,0,62
