mapa\referencja,1,2,3,4,5,6,7
1,21,15,0,0,28,6,0
2,157,53,2,0,23,0,0
3,1,0,65,0,2,0,0
4,0,1,0,74,0,0,18
5,2,12,21,0,30,1,0
6,0,1,0,0,0,81,0
7,143,13,8,5,0,1,63
