mapa\referencja,1,2,3,4,5,6,7
1,304,9,10,0,6,0,0
2,0,45,1,0,34,6,0
3,0,0,75,0,1,0,0
4,3,7,0,73,0,0,22
5,4,32,8,1,37,0,0
6,0,1,1,0,5,82,0
7,13,1,1,5,0,1,59
