mapa\referencja,1,2,3,4,5,6,7
1,264,2,13,0,5,0,1
2,0,76,4,0,53,1,0
3,2,0,70,0,1,0,0
4,1,4,0,77,0,0,11
5,0,4,5,0,22,0,0
6,0,1,0,0,2,87,0
7,57,8,4,2,0,1,69
