mapa\referencja,1,2,3,4,5,6,7
1,78,0,0,0,0,0,0
2,12,4,1,6,0,1,1
3,123,90,85,21,79,88,0
4,0,0,0,43,0,0,2
5,69,0,9,0,4,0,0
6,0,0,0,0,0,0,0
7,42,1,1,9,0,0,78
