mapa\referencja,1,2,3,4,5,6,7
1,300,28,23,2,18,0,0
2,0,51,2,0,39,6,0
3,0,0,57,0,0,0,0
4,5,7,1,71,0,0,21
5,0,7,8,0,24,1,0
6,0,1,1,0,2,81,0
7,19,1,4,6,0,1,60
