mapa\referencja,1,2,3,4,5,6,7
1,258,3,13,0,31,2,0
2,3,63,4,0,21,0,0
3,0,0,38,0,1,0,0
4,1,6,0,70,0,1,16
5,3,14,38,0,30,0,0
6,0,1,0,0,0,86,0
7,59,8,3,9,0,0,65
