mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,1,0
2,295,78,27,0,28,0,3
3,0,0,32,0,3,0,0
4,10,2,0,78,0,1,31
5,7,14,34,0,52,1,0
6,0,1,1,0,0,86,0
7,11,0,2,1,0,0,47
