mapa\referencja,1,2,3,4,5,6,7
1,66,0,0,0,0,0,0
2,2,43,2,0,18,0,0
3,199,42,78,79,26,85,81
4,0,0,0,0,0,0,0
5,56,10,16,0,39,2,0
6,0,0,0,0,0,2,0
7,1,0,0,0,0,0,0
