mapa\referencja,1,2,3,4,5,6,7
1,258,2,14,0,5,0,1
2,0,74,1,0,51,1,0
3,3,0,58,0,3,0,0
4,1,4,0,78,2,0,10
5,0,4,20,0,22,0,0
6,0,1,0,0,0,87,0
7,62,10,3,1,0,1,70
