mapa\referencja,1,2,3,4,5,6,7
1,161,27,21,42,27,4,42
2,6,55,1,1,29,0,0
3,7,0,55,0,1,4,0
4,0,1,0,23,0,0,0
5,64,7,17,0,26,6,0
6,0,0,0,0,0,74,0
7,86,5,2,13,0,1,39
