mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,0,0
2,299,75,28,0,32,0,4
3,0,0,27,0,3,0,0
4,14,4,1,72,2,2,22
5,7,15,39,0,46,3,0
6,0,1,1,0,0,84,0
7,3,0,0,7,0,0,55
