mapa\referencja,1,2,3,4,5,6,7
1,309,4,14,0,5,0,0
2,0,70,2,0,39,1,0
3,0,0,75,0,0,0,0
4,14,15,0,69,0,1,34
5,0,6,5,0,38,2,0
6,0,0,0,0,1,85,0
7,1,0,0,10,0,0,47
